SUPPCODE,DESC,PRICE1,LSTCST
"ACC-GEN-CABLEUSB","CHARGER K2 USB C","9.99","2.81"
"          242136","JD AQUAGLIDE LUBE 50ML","12.99","4.63"
"SC146","SCALES PRO-MINI 200G X 0.01G","29.99","10.00"
"MV-S&B-001","S & B VALVE REPLACE 6PK","119.99","71.99"
"BESR100","BULLS-EYE SLIM RED FILTERS","1.50","0.59"
"          216902","CHARGER SATISFYER PIN/MAG","24.99","9.83"
"          197004","CAL TEARDROP PROBE SIGNATURE","45.99","16.00"
"CN-632113982","BEHAVE COLLAR W THORNS","44.99","19.00"
"CN-632115302","BEHAVE KINKY SPREADE RESTRAINT","45.99","16.00"
"CN-632106312","BEHAVE TEMPTATION BONDAGE KIT","64.99","22.00"
"CN-632182242","BEHAVE FULLY RESTRAIN YOU SET","119.99","42.00"
"           35138","SS TS PEAR SCHNAPPS 50ML","12.99","7.21"
"           21777","GRINDER 4PC SKULL N ZOMBY","30.00","17.50"
"RHI69","RHINO 69 CAPSULE 1PK","25.00","0.00"
"F06E036A","HOODLUM DONG 7.5''","74.99","26.00"
"222209","HOT STORM ANAL WAVE PROBE KIT","44.99","15.56"
"A2","UWELL CALIBURN A2 POD KIT","44.99","17.80"
"           83042","UWELL CALIBURN A2 1.2OHM 4PK","25.00","12.30"
"","UWELL CALIBURN A2 PODS SNGL","7.50","4.64"
"CN-552845372","BLACK MONT PROSTATE SCREAMER","133.99","46.50"
"CN-101443122","BLACK MONT CLEAN STREAM ATTACH","14.99","5.50"
"CN-510735927","BLACK MONT VIBRATING SMOOTHIE","28.99","10.00"
"CN-491446042","BLACK MONT XL 5' BUTT PLUG","49.99","17.50"
"225100","BLACK MONT BACKYARD TEASER","95.99","33.11"
"CN-101257842","BLACK MONT ANAL 3PC SET","77.99","27.00"
"          157177","PUMPWORX BLOW N GROW PUMP","124.99","43.75"
"           21167","PUMPWORX XXL MAXIMIZER PUMP","89.99","31.25"
"          157175","PUMPWORX VIBE HEAD TRAINER","124.99","43.75"
"          110016","PUMPWORX DELUXE SURE-GRIP PUMP","89.99","31.25"
"           92259","SIZE MATTERS PENIS ENHANCER","66.99","23.14"
"          262857","SATISFYER LITTLE SECRET PANTY","184.99","65.37"
"          251674","SATISFYER BACKDOOR LOVER","104.99","36.30"
"          261428","SATISFYER HOT LOVER VIBE","184.99","65.34"
"          125657","SCREAMING O VIBE RING","12.99","4.69"
"          652168","SKELETON HANDLE/MUG ASST.","19.99","7.96"
"nitecore-i2-v2","CHARGER NITECORE I2","39.99","15.72"
"","OPENER NO.1 DAD BEER","15.00","6.96"
"          221323","CAL RIBBED GRIPPER TIGHT ASS","79.99","28.33"
"          172316","SCREAMING O YOU-TURN 2FINGER","42.99","14.77"
"          140173","CAL CLITORAL MINI PUMP","71.99","25.00"
"          172235","CAL BIG MAN CLEANSER","59.99","20.77"
"          197725","CAL BULLFIGHTER PUMP","43.99","15.31"
"          177462","CAL MIDNIGHT G VIBE","39.99","14.38"
"          140220","CAL SCANDAL BULL WHIP","84.99","29.50"
"          101148","FETISH CURVED DOUCHE","58.99","20.40"
"          155670","OUCH! VAGINAL DOUCHE","72.99","25.13"
"          126292","CAL ULTRA DOUCHE","69.99","26.67"
"          157927","CAL HIS ESSENTIAL PUMP KIT","99.99","34.58"
"          107220","ICICLES NO.47 GLASS PLUG","39.99","13.75"
"          210231","CAL SILICONE 2'' EXTENSION","62.99","21.67"
"          210233","CAL PPA EXT WITH JOCK STRAP","103.99","36.06"
"          197214","CAL SILICONE TEE PROBE","25.99","9.00"
"          141055","FETISH VIBRATING NIPPLE CLAMPS","44.99","15.57"
"          137218","SCREAMING O OWOW DBL WAMMY","59.99","21.14"
"          137220","SCREAMING O DOUBLEO 8 RING","45.99","10.40"
"          154834","SCREAMING O DOUBLEO 6 RING","48.99","16.94"
"          244345","SHARE SAT SML PLUG","14.99","4.95"
"           80384","SMOK MORPH 2 KIT","139.99","54.35"
"          103998","KIWIS VERSUS MORALITY COVID-19","14.99","6.52"
"           32061","MJ HOPS GALAXY 100G","22.99","13.16"
"ZIP49323","ZIPPO JIM BEAM LABEL","94.99","34.86"
"CN-711743868","KEEP LOVE POEM DILDO","53.99","15.03"
"SE-1987-30","CAL HIS PROSTATE TRAINING KIT","134.99","48.00"
"CN-132081917","HI-BASIC HOLLOW STRAP-ON","68.99","24.00"
"225111","BLACK MONT BF BEADS","27.99","9.50"
"CN-711754978","RUBICON ORGASM STEALER DONG","38.99","13.50"
"CN-711487514","RUBICON 3PC PLEASURE PLUG KIT","58.99","20.50"
"MV-S&B-004","S & B DOSING CAPSULE SET","1.50","0.52"
"CNC50 4 BOX038","STASH JAR GLASS COOKIE","12.50","3.91"
"","HOOKAH 1H HEART 550H","55.00","18.00"
"","HOOKAH 1H $55 500H PIPE","55.00","10.43"
"XAP53","GLASS DILDO ANAL","19.99","6.00"
"           80386","SMOK TFV18 COIL 3PK","30.00","13.08"
"","SMOK TFV18 COIL SNGL","12.50","4.36"
"           35120","SS TS CREME DE CACAO 50ML","12.99","7.49"
"           35105","SS TS BLUE CURACAO 50ML","12.99","6.15"
"           30208","SS ORIGINAL LONDON DRY GIN 50M","11.99","6.74"
"MH116","TRAY - GLASS","19.99","6.25"
"DFIDOCT","POPIT FIDGET OCTAGON","9.99","4.85"
"FTPL7430","TRAVEL ROULETTE","14.99","8.69"
"ZIP49400","ZIPPO POUCH/BLK CRACKLE","119.99","50.49"
"ZIP29854","ZIPPO SKULL CLOCK BLK MATTE","104.99","41.29"
"AC018","HORNET HEMP WICK 30M","24.99","10.87"
"G6","AIRISTECH GETHI HERB VAPE","99.99","40.00"
"244558","CARDS SEXY SANTA SAYS","19.99","4.98"
"          175992","PJUR MED SEN GLIDE LUBE 100ML","49.99","16.93"
"JNY001","JONNY OVERNIGHTER CONDOMS 3PK","9.50","4.17"
"CP703","CLIPPER 420 KS PAPER + TIPS","5.00","1.35"
"          242522","KINK SS BEADED BUTT PLUG","49.99","0.00"
"           68262","SUPER SALTS 20/30/50MG 10ML","10.00","-7.26"
"MOD-UWL-AK2-CLA","UWELL CALIBURN AK2 POD KIT","49.99","22.73"
"MOD-VAP-ZERO2-GR","VAPORESSO ZERO 2 POD KIT","44.99","43.43"
"MOD-GKV-AEGMIN2-","GEEKVAPE AEGIS M100/E100 KIT","114.99","69.52"
"H604","PET SPIRIT SQUARE BOTTLE 1L","4.00","1.50"
"CN-632178522","BEHAVE OPEN WIDE RESTAINTS","68.99","24.00"
"CN-642167442","HI-BASIC FUR LINED CUFFS","34.99","11.50"
"          225179","BEHAVE OBEY ME L ANKLE CUFFS","34.99","11.32"
"225174","BEHAVE BE GOOD WRIST CUFFS","49.99","11.74"
"225404","BEHAVE MIDNIGHT COLLAR","22.99","7.86"
"225406","BEHAVE TEMPT HIM CUFFS","47.99","16.50"
"          225166","BEHAVE UNDER CONTROL HOGTIE","25.99","8.95"
"CN-134714637","HOT STORM HERS DILDO KIT","74.99","26.00"
"246755","HOT STORM THUMPER STRAP-ON","80.99","28.00"
"BINGO","DRINK & DARE BRIDE BINGO","29.99","10.45"
"BCG04","BRIDE-TO-BE TRUTH OR DARE","26.99","9.10"
"           15847","HONEYROSE LEGACY CHOC 30GM","39.90","10.90"
"             901","WHIP-IT! CREAM CHARGERS 24PK","45.00","13.80"
"           12300","CYCLONE DANK 7 TIPS","2.50","0.87"
"           11709","TRIP 2 1 1/4 CLEAR PARERS","2.50","0.89"
"           11708","TRIP 2 KS PAPERS","3.50","1.04"
"AOL50","HOT PLATE CHARCOAL HEATER 1500","44.99","17.74"
"           13565","ASHTRAY RAW METAL","7.50","2.50"
"           13304","RAW CON KS + PRE-ROLLED TIPS","8.50","2.45"
"           14204","RAW FILTERS PRE-ROLLED SLIM","4.00","1.67"
"","AL FAKHER TWO APPLE W MINT 50G","35.00","17.83"
"SH16","HOOKAH 2H $35 ASST PIPE","35.00","11.90"
"SH13","HOOKAH 1H $25 ASST PIPE","25.00","9.90"
"           73539","MM HANDCRAFTED GIN KIT","74.99","30.08"
"           10783","MJ CS MANGO PALE ALE POUCH","56.99","32.84"
"EL 00204","ISI PRO CREAM CHARGERS 10PK","22.00","7.90"
"           40706","SAFCIDER TF-6 YEAST 5G","10.99","6.87"
"           40705","SAFCIDER AC-4 YEAST 5G","12.50","6.87"
"           40704","SAFCIDER AS-2 YEAST 5G","12.50","6.66"
"","SILICONE TANK SLEEVE PROTECTOR","7.50","1.74"
"","SMOK IPX80 EMPTY RPM PODS 3PK","20.00","6.09"
"","SMOK IPX80 EMPTY RPM POD","10.00","2.33"
"          242137","JD AQUAGLIDE MASS & GLIDE 200M","37.99","13.27"
"          160788","SCREAMING O RODEO SPINNER RING","44.99","15.62"
"          125725","SCREAMING O OFINITY RING","6.99","2.38"
"          207746","SEXY SURPRISE BATH BOMB","34.99","11.96"
"          164311","FETISH 9' VIBE HOLLOW STRAP-ON","104.99","36.25"
"            7571","FETISH POSABLE PART STRAP-ON","112.99","39.12"
"          164304","FETISH 7' HOLLOW STRAP-ON","86.99","29.95"
"          172431","GRENADE CANTEEN","19.99","9.41"
"          244816","CARDS DICKHEAD GAME","19.99","8.22"
"          234246","SHARE SAT LIPSTICK VIBE","16.99","5.85"
"          212618","JO BEGINNER'S LUCK GIFT SET","19.99","7.95"
"          137495","SWISS NAVY VIVA CREAM 10ML","14.99","5.95"
"          130131","JO PREM COOLING ANAL LUBE 60ML","49.99","17.45"
"          217344","KY NAT FEELING ALOE LUBE 50ML","39.99","13.96"
"          242103","JD BIOGLIDE LUBE 40ML","14.99","5.32"
"          242111","JD BIOGLIDE LUBE & OIL 125ML","39.99","14.23"
"          242109","JD BIOGLIDE LUBE 100ML","29.99","10.73"
"          242127","JD AQUAGLIDE LUBE 125ML","28.99","10.09"
"          242124","JD AQUAGLIDE LUBE 200ML","32.99","11.67"
"          234262","PJUR COMFORT ANAL GLIDE 30ML","39.99","15.50"
"MP865","RANDYS PIPE CLEANERS 44PK","5.00","1.50"
"","SHARE SAT AVIA","99.99","0.00"
"BATTERY-CASE","PLASTIC 18650 BATTERY CASE","2.50","0.48"
"MICRO NC","MICRO NC DIP & DAB KIT","50.00","21.99"
"          652236","OIL BURNER HAND","14.99","6.80"
"          652110","CIGARETTE CASE W/BOTTLE OPENER","9.99","3.96"
"           93101","CANDLE TEA LIGHT 8-10PK","3.50","1.59"
"          613635","MYSTIC FRAGRANCE OIL 15ML","2.99","1.08"
"          980975","KANDLE CO. LUXURY MELTS ASST.","3.00","1.25"
"222077","APHROVIBE UNICORN","122.99","42.53"
"222069","APHROVIBE INTIMATE G RABBIT","88.99","30.82"
"EP-STRONG2","NANO EPIGEN STRONG 2PK","50.00","22.00"
"NANOLADY2","NANO LADY FOR HER 2PK","50.00","22.00"
"CN-711996876","HI-RUBBER 17.7' DILDO","84.99","29.50"
"CN-331615793","SUPREME EXTENTION SLEEVE","36.99","8.63"
"PD8239-00","BACH GET HOOKED GAME","14.99","5.00"
"           99754","ICE TRAY HEART CUBE","7.99","2.00"
"CN-711738217","T-SKIN CARNALIST DONG","57.99","10.12"
"CN-101486489","SWEET BREEZE CANDY PLUG MED","17.99","6.07"
"CN-101495465","SWEET BREEZE CANDY PLUG LG","19.99","6.81"
"NV033","BACH PARTY LIGHT","5.99","2.00"
"PD1171-11","LE REVE BUTTERFLY VIBE","71.99","25.00"
"HP-2602","BOOBIE FOOTBALL","14.99","5.00"
"CN-252300101","STUNTWORX AUTO VAC PUMP X1","149.99","52.00"
"           76307","HIP FLASK SUNSCREEN","49.99","20.00"
"BG021","BACH PICTURE IT GAME","17.99","6.00"
"CN-101732683","KEEP LOVE DESSERT DILDO","59.99","13.51"
"           99933","STRAWS WILLY PAPER 25PK","9.99","3.50"
"CN-330300015","GK POWER BEADED COCK RINGS 3PK","14.99","5.00"
"PD8201","BACH PIN THE WIDGET ON MIDGET","29.99","11.00"
"PD5011-00","INFLAT MR. PARTY PECKER","49.99","17.50"
"           57016","BACH PARTY BINGO GAME","19.99","8.00"
"CN-101765285","KEEP LOVE HARMONY DILDO","59.99","21.00"
"CN-101623909","SUPREME SLEEVE & BALL STRAP","36.99","12.75"
"CN-373201322","MISSWEET GEISHA BALLS","29.99","6.84"
"FNE030A000","ICE TRAY SILICONE SEXY COOLER","9.99","2.50"
"           99789","WILLY WAND","9.99","3.00"
"FLASH2","DICE BRIDE-TO-BE LIGHTUP PARTY","4.99","1.00"
"EP-DELAY","NANO EPIGEN DELAY 2PK","50.00","22.00"
"980969PB","KANDLE CO. MELTS PAPER BAG","1.00","1.00"
"SNAN2","SWISS NAVY ALL NAT LUBE 59ML","27.99","10.00"
"            6041","FLIP TOP LID","1.00","0.00"
"H850","BREWMASTER BEER STARTER KIT","119.99","65.00"
"           21709","GRINDER 3PC SKULL&CROWN","15.00","4.00"
"","MAXSIZE PROLONG SPRAY 3ML","35.00","12.50"
"DE154","EZ TEST MDMA PURITY 10PK","184.99","79.89"
"WW 00141","SUPREME WHIP CREAM CHARGERS 24","45.00","16.68"
"           10744","MJ HARD LEMON & LIME SELTZER","39.99","5.27"
"           10746","MJ RASPBERRY HARD SELTZER","39.99","18.95"
"           12627","ACRYLIC 4PC BUDDIES $12.50","12.50","2.52"
"A001","OPENER BOTTLE BAR BLADE","7.50","3.25"
"A002","WINE KNIFE CORKSCREW","7.50","3.25"
"CHOC28","CHUPA CHUPS LOLLIPOPS","1.00","0.34"
"","HONEYPUFF SMOKING KIT","25.00","6.96"
"JC 1053 53 4","GRINDER 4PC CAN BEER/DRINK","20.00","4.35"
"PH 6044","GRINDER 4PC FLAT ALUMINUM","35.00","6.52"
"            5814","PEPSI CAN MAX 330/355ML","2.00","0.72"
"WW 00008","AMC CREAM WHIPPER 250ML","49.99","26.00"
"CC","COCA-COLA CAN 330ML","2.00","0.78"
"CCZ","COCA-COLA ZERO CAN 330ML","2.00","0.72"
"S","SPRITE CAN 330ML","2.00","1.09"
"ZIP49477","ZIPPO TUMBLED BRASS","94.99","40.46"
"ZIP24025","ZIPPO HARLEY CARBON FIBRE","99.99","38.99"
"ZIP49257","ZIPPO CASINO GAMBLING BLK MAT","104.99","44.96"
"ZIP29871","ZIPPO VIKING WARRIOR","84.99","35.06"
"INCENCE","INCENSE CANNABIS STICKS","2.99","0.75"
"          262852","SATISFYER ULTRA POW BULLET 1","74.99","25.92"
"262874","SATISFYER ULTRA POW BULLET 8","104.99","36.30"
"          243783","SATISFYER SEXY SECRET","164.99","57.20"
"          246720","SHARE SAT ANAL TRAINER KIT","45.99","15.95"
"          244866","SHARE SAT SML CURVED PLUG","12.99","4.25"
"          157143","NEON SLIM 7 DILDO","54.99","19.37"
"          161346","SEXPLOSION BATH BOMB","14.99","5.73"
"          244870","SHARE SAT LRG CURVED PLUG","28.99","9.95"
"          246841","SHARE SAT MED CURVED PLUG","15.99","5.50"
"          246708","SHARE SAT FINGER VIBE","17.99","6.25"
"          130366","KAMA SUTRA LOVE ESSENTIALS","54.99","17.39"
"          133126","ROCKS-OFF GROOVY-CHICK VIBE","139.99","48.45"
"225037","HI-BASIC SLIMLINE 17CM VIBE","19.99","6.88"
"939263-19","KISS OF DESIRE BOOK","29.99","12.50"
"WW 00271","INFUSION/FRESH WHIP CREAM CHRG","20.00","7.15"
"","VUSE EPOD GOLD TOB 1.6-5MG 2PK","10.99","7.64"
"","VUSE EPOD 2 DEVICE + TOB PODS","14.99","9.13"
"          158243","CLONE-A-WILLY + BALLS KIT","239.99","83.42"
"          242852","SHARE SAT BLYSS LOVE EGGS","99.99","32.50"
"          230548","SHARE SAT CHAKRA TONGUE VIBE","121.99","42.20"
"          241472","SHARE SAT KAMA VIBE","164.99","49.95"
"          172226","CAL REMOTE EGG","139.99","48.50"
"           94804","ANAL FANT BEGINNER'S KIT","74.99","25.87"
"          110109","FETISH WRAP MATTRESS RESTRAINT","114.99","41.00"
"          215484","ROCKS-OFF CHAIAMO VIBE","149.99","52.06"
"          214519","CAL REMOTE RING","129.99","45.54"
"          209906","ANAL FANT RECHARG ASS-GASM PRO","151.99","52.79"
"          210223","CAL REMOTE PLEASURIZER","129.99","45.31"
"197051","CAL WIRELESS POWER BUDDIES","41.99","14.33"
"          157406","FRISKY GLOW GAG","59.99","20.74"
"          252124","SHARE SAT FLINT VIBE BUTT PLUG","82.99","28.84"
"           95115","FETISH SEDUCTION GAME","49.99","17.36"
"          165946","JAPANESE SILK LOVE ROPE CUFFS","34.99","12.00"
"          167738","CYBERSKIN RELEASE VIBE STROKER","149.99","51.54"
"          244324","SHARE SAT WAND MINI VIBRATOR","54.99","18.95"
"          225482","SHARE SAT ASTRA SUCTION VIBE","109.99","37.80"
"          197246","CAL CHIC 7-FUNCTION CLASSIC","49.99","17.22"
"          161081","ANAL FANT ASS-GASM VIBE PLUG","72.99","25.21"
"BS002","ASS. PINGPONG 12PK","12.99","5.99"
"CPS301","CLIPPER METAL LIGHTER","24.99","13.75"
"14192-663C","SCALES CONSTANT 200G X 0.01G","49.99","17.39"
"14192-85C","SCALES CONSTANT 500G X 0.1G","29.99","13.04"
"","BBS DOUBLE SNORKEL JOINER","14.99","4.30"
"H018","PLASTIC FUNNEL 8CM","5.50","2.95"
"","VAPORESSO XROS MINI KIT","44.99","16.48"
"BAT-18650-P26A","MOLICEL 18650 2600MAH BATTERY","14.99","8.26"
"F","FANTA CAN 330ML","2.00","0.86"
"","L&P CAN 330ML","2.00","0.98"
"          197432","CAL INTIMATE CLIT PUMP","58.99","20.50"
"          161161","CLONE-A-WILLY POWDER REFILL","33.99","11.78"
"          210110","PDX ELITE SUCK N PUMP STROKER","124.99","43.77"
"          165843","CYBERSKIN ICE BB STROKER","109.99","39.09"
"","SHEWEE FLEXI","17.99","7.80"
"","SHEWEE EXTREME","34.99","16.12"
"VCB-15","SEXUAL TREATS FOR HIM VOUCHERS","14.99","6.50"
"SC138","SCALES AWS BL2-400 400G X 0.1G","49.99","16.00"
"BOV-4-62-10","BOVEDA 4 62% HUMIDITY PACK","4.00","1.50"
"MV-S&B-012","S & B VOLCANO FILLING CHAMBER","144.99","87.35"
"FM 1048","SCALES WEIGHT CALIBRATION 20G","15.00","1.30"
"HP 003","HOT PLATE CHARCOAL BURNER 600W","29.99","9.57"
"","YOCAN FALCON","129.99","69.56"
"","YOCAN FALCON COILS/TIPS 5PK","59.99","32.61"
"","YOCAN FALCON COIL/TIP SNGL","15.00","7.50"
"","AIRISTECH AIRIS AIR WAX VAPE","54.99","25.21"
"","AIRISTECH AIR ATOMIZER 3PK","35.00","17.38"
"","AIRISTECH AIR ATOMIZER SNGL","15.00","6.67"
"","AIRISTECH AIRIS DABBLE","59.99","25.21"
"           83533","YOCAN REX COILS 5PK","59.99","26.12"
"","YOCAN REX COIL SNGL","15.00","6.00"
"","YOCAN FALCON GLASS ATTACHMENT","29.99","11.30"
"           83532","YOCAN REX","49.99","35.77"
"M27","HOOKAH 2H $50 50CM PIPE","50.00","13.04"
"          133082","BRIDE-TO-BE CONFESSIONS","24.99","9.10"
"          130674","ENTICE BEVERLY/NATALIE VIBE","89.99","31.32"
"          177694","CAL UNI LOVE RIDER HARNESS","81.99","28.33"
"          196494","CAL SCANDAL SUPER SHEET","84.99","29.77"
"           87143","FRISKY APPRENTICE BALL GAG","32.99","11.39"
"            7572","FETISH 10SETTING REMOTE PANTY","139.99","48.63"
"          161343","CARDS BRIDE-TO-BE DIRTY SECRET","19.99","6.51"
"           95650","CARDS NAUGHTY OR NICE GAME","24.99","7.34"
"           65914","FETISH COLLAR W CUFFS & LEASH","109.99","38.64"
"            6938","FETISH O-RING GAG & CLAMPS","47.99","16.60"
"           93696","FIRST TIME BUNNY TEASER VIBE","65.99","22.83"
"          140374","DICE LUCKY 7 BAR GAME","9.99","5.58"
"          107256","FF GOLD NIPPLE CLAMPS","39.99","13.94"
"           94681","FETISH CRYSTAL NIPPLE CLAMPS","45.99","15.89"
"          197234","CAL LULU SATIN TOUCH","49.99","17.50"
"          163325","DICE NAUGHTY NIGHTS","19.99","7.10"
"          266235","SATISFYER TOP SECRET +","164.99","56.90"
"          251690","SATISFYER PART DBL LOVE","199.99","69.00"
"          262896","SATISFYER MAJESTIC DUO","94.99","32.69"
"          262895","SATISFYER LEGENDARY DUO","89.99","31.11"
"          216938","SATISFYER MEN ONE","119.99","41.49"
"          216894","SATISFYER MEN VIBRATION","164.99","57.15"
"          263183","SATISFYER SPECTACULAR DUO","89.99","31.11"
"          263185","SATISFYER GLORIOUS DUO","89.99","31.11"
"          263186","SATISFYER INCREDIBLE DUO","75.99","26.49"
"          263184","SATISFYER EPIC DUO","104.99","36.30"
"          157492","SHANES WORLD POCKET PARTY","20.99","7.23"
"          263332","SATISFYER YONI POWER 2","69.99","23.32"
"            3023","FLESHLIGHT ICE LADY","174.99","59.95"
"          172271","CAL START PLAYFUL LOVER'S KIT","42.99","14.92"
"          209858","FETISH DATE NIGHT REM PANTIES","111.99","38.74"
"            3277","PJUR BD ANAL GLIDE 30ML","29.99","10.95"
"          203370","SS DOOR JAM SEX SLING","172.99","59.95"
"          172845","CAL MINI MASSAGER","29.99","10.54"
"          267875","LUCENT MAGIC GLASS MASSAGER","49.99","9.33"
"","DESIGNER MEGA STRETCH RINGS","4.99","0.00"
"DE158","EZ TEST COCAINE","19.99","4.95"
"CN-370328558","GK POWER CADILUCK RINGS","14.99","5.00"
"          198109","CAL NUBBY LATEX EXTENSION","28.99","9.92"
"225048","HI-BASIC PLEASURE WHIP","26.99","9.08"
"          197649","SULTRY VIBRO PUSSY","69.99","24.23"
"2K-386","WHIRLING SPRAY DOUCHE","39.99","14.00"
"06-175","SO REAL 7' STRAP-ON","83.99","29.00"
"PD8234-00","BACH LIGHT UP PECKER RING TOSS","44.99","16.50"
"TWS-PYP","CARDS PICK YOUR POISON GAME","99.99","55.00"
"CN-240301779","GK POWER MAGNUM RING 3PK","15.99","5.50"
"SE-7575","CAL SEXUAL ACCELERATOR GEL","21.99","7.50"
"EP-VOL","NANO EPIGEN VOLUME 2PK","50.00","22.00"
"EP-GINSENG","NANO EPIGEN GINSENG SNGL","45.00","20.00"
"EP-SIZE2","NANO EPIGEN SIZE 2PK","50.00","22.00"
"PHA161","SM NUMBING CREAM 100ML","49.99","18.00"
"PHA009","STAYHARD DELAY SPRAY 50ML","59.99","22.00"
"PHA165","DELAY GEL 50ML","49.99","16.95"
"TW437","PECKER PACIFIER","2.50","1.90"
"PD6079-00","BACH NOISEMAKER","5.99","2.00"
"HP-2991","X-RATED VALENTINES CANDY","9.99","5.80"
"","SHOT DISPENSER","29.99","15.65"
"           15443","FOCUS TOOL KIT","9.99","0.00"
"","GLASS TUBE ARIZER AIR","15.00","0.00"
"           13755","GRINDER 4PC RAINBOW 60MM","45.00","17.30"
"CP701","CLIPPER 1 1/4 PAPERS","2.00","0.68"
"CP900","CLIPPER BUTANE GAS 100ML","5.00","1.79"
"           99377","ZIPPO WOLF SKULL","114.99","48.29"
"ZIP49024","ZIPPO BRASS TIGER/DRAGON","124.99","43.58"
"ZIP49466","ZIPPO HARLEY DAV. BROWN","129.99","45.87"
"HR001A","HANGOVER RESET PACK","7.99","5.65"
"","PEEBOL ABSORBENT POUCH 3PK","16.99","8.50"
"244302","SHARE SAT RC WP BULLET VIBE","26.99","7.12"
"          172425","CARDS BOOBS & BONERS","19.99","6.71"
"          234247","SHARE SAT MINI BULLET VIBE","9.99","3.00"
"          217200","FFH HER RECHARGABLE BULLET","99.99","34.62"
"          107221","ICICLES NO.48 GLASS PLUG","53.99","18.75"
"          209924","FFH CROTCHLESS PANTY THRIL","149.99","52.50"
"          209909","ANAL FANT INFLAT P-SPOT","122.99","42.50"
"          234257","SHARE SAT POINTED BULLET","14.99","4.35"
"ED-1","EYE DROPPER","5.00","1.00"
"CN-101463545","SWEET BREEZE CANDY PLUG SML","14.99","3.38"
